text,y
흥행이 예상되는,3
결코 놓칠 수 없었던,4
역시나 좋았다.,4
애도와,3
존경의 마음을 담아.,3
멘토 역할을 톡톡히 해낸다.,4
"가장 놀랐던 것은, 노리코가 다도를 20년 이상 배웠다는 점이다.",4
"나의 예상과는 달리,",2
열정과 인내는 상당했다.,4
자극이 되었다.,3
위로의 차 한 잔을 건넨다.,3
메시지를 전하는 방법이 인상적이다.,3
엔딩 신은 감탄사를 내뱉게 만들 정도로,4
강렬했다.,4
힘들어하지 말자.,2
지금의 만족이 더 좋다.,3
고개 끄덕일 만한 공감 요소와,3
마음의 위안이 되는,3
힐링의 힘이 있다.,3
특유의 감수성과,3
"강단 있는 메시지는,",3
묵직함 감동을 전한다.,4
위로 받을 수 있을 것이라 확신한다.,4
기대를 모아왔던,3
최대 매력은,4
최대 강점이다.,4
현장감 있게 구현해낸,3
역시 `놀랄만 한` 작품을 만들어냈다.,4
그 상황을 체현하게 만든다.,3
"긴박감,",3
생생한 묘사는,3
연출력을 재입증하는 요소다.,4
이해가 간다.,3
현실감이 살아있는 역사 영화다.,3
현명한 전략이었던 것이다.,3
극적인(드라마틱한) 요소들과 재미를 바라는 것은 과욕이다.,1
실체감 있게 묘사해낸,3
연출력에 집중하는 것이 관람 포인트다.,3
위태롭고,1
긴박한 상황이지만,1
애석하게도,1
황홀경을 선사한다.,4
왜 그토록 전쟁을 일으키는 걸까.,1
성찰하게 만들었던,3
훌륭한,4
열광하는 관객들이 많다.,4
<다크나이트>와 크리스토퍼 놀란의 팬이다.,3
우리와 동떨어진 다른(영웅들만의) 세계에서만 펼쳐질 법한 허무맹랑한 이야기만은 아니다.,3
모든 결정을 동전에 맡기려 하는 하비의 모습은 다양한 상징성을 갖춘다.,2
진정한 선의 의미에 대해 고민하게 만든다.,2
완전한 선이란 존재하는 것일까.,2
훌륭한 연기와,4
뛰어난 연출력으로,4
몰입도를 드높인,4
볼수록 훌륭한 작품임을 실감케 만드는,4
명작이다.,4
이토록 사랑스러운 항일 영화가 있었던가!],4
`고증에 충실한`,3
그야말로 `사실에 충실한` 역사극이다.,3
미화와 억지스러운 연출을 절제하고,3
사실을 충실히 옮겨냄으로써,3
실존 인물과 작품에 대한 신뢰를 다지는데 성공한다.,3
과격한 대사로부터,1
감정을 사로잡은,3
매력은 휴머니즘이다.,3
사랑스러운 애정 행각들은,4
영화의 매력 포인트에서 절대 빠질 수 없는 요소들이다.,3
생애 진짜 중요한 것은 무엇인지에 대해 성찰하게 만든다.,3
`제대로 해냈다`.,4
심심한 고민이 느껴진다.,3
다양한 정(情)들은 이번 작품에서도 여과 없이 발휘됐다.,4
"법정 영화가, 항일 운동을 다룬 영화가 이같이 로맨틱하게 그려질 수 있다는 것을 확인할 수 있었던",3
확연히 다른 캐릭터의 등장은,4
다양한 매력으로 접근할 것이다.,3
건전한 히어로다.,3
다소 허당기가 가득하다.,0
정의로 가득찬 나머지,4
"허세기가 발휘되는가 하면,",1
상냥함과,3
귀여움을 발휘하기도 한다.,3
귀여운 히어로의,3
사랑스러움,4
덕분에 몇 차례나 웃어댔다.,4
궁상맞고도,1
다소 우울한 캐릭터의 면모와,0
다채로운 재능을 지닌,3
활동적인 면모를 두루 갖춘 캐릭터다.,3
궁상맞은,1
관객들을 흡입하는 힘이 강한 캐릭터임에 틀림 없다.,4
캐릭터와 곧잘 어울리기 때문이다.,4
비글미 가득한,4
신선한,3
귀엽고,3
사랑스러운 동시에,4
정의감과 책임감이 강한,4
`다분히 매력적인` 캐릭터다.,4
`업그레이드 된` 다양한 코스튬과,3
"무기(아이템)들의 화려함은,",3
멋스러움을 한층 더 배가시킨다.,4
아이템들의 화려함은,3
실망하지 않을 것!,3
"한층 더 매력적인 이유는,",4
성찰을 요한다.,3
현명한,3
휴머니즘을 충분히 반영해낸다.,4
한 순간도 지루할 틈을 주지 않는다.,4
롤러코스터를 타는 듯한 느낌을 선사한다.,3
어리숙하면서도,1
사랑스러운,4
긴장감감과,3
박진감을,3
여과 없이 확인할 수 있다.,4
"가장 좋았던 이유는,",4
사랑스러움을 갖췄다,4
여성 관객들까지 사로잡을 수 있는,3
그 누구보다 인간적인,4
여지껏 보지 못했던,3
사랑스러운,4
사수하시길!,3
가장 좋아하는,4
명작들을 만들어낸,4
방점을 찍었다고 해도 과언이 아니다.,4
다양한 장르와 캐릭터들의 집결체다.,3
지독한 멜로 영화이기도 하다.,1
음울하고,1
"음산한 분위기로 일관되지만,",0
위트 있는 대사들로,1
웃음을 제공한다.,3
웃음으로 둔갑된,2
역설적 메시지는,2
의의가 있다.,3
블랙코미디물로도 훌륭한,4
지독한 사랑이다.,1
최애 장면을 엔딩 신으로 꼽는다.,4
"인상적이었지만,",3
색다른 속죄 방법을,3
즐거움도 있기 때문이다.,3
괴기스럽고,1
"음울한 동시에,",0
섹시하고,3
로맨틱기도 한,3
다양한 역설과 상징적 코드로 가득하기에,2
해석하는 재미까지 갖춘,3
베스트로 단언하는,4
로맨틱코미디계의 정석!,3
"달콤쌉싸름을 오가며,",2
`진정한 사랑의 의미`를 일깨워준다.,3
애틋하고,3
가슴 뭉클한,3
감동을 선사한다.,4
"더욱이 감동적인 것은, 육체적인 결함을 초월한 정신적 사랑이다.",4
"안타까운 상황처럼,",1
유쾌한 로맨틱 코미디다.,3
상황은 유쾌하지 않다.,1
험난할 수밖에 없지 않는가.,1
유쾌하고,3
위트 가득한 연출로,4
사랑스러운 분위기로 가득하다.,4
재개봉하는 시기와도 곧잘 어울린다.,4
시원한 바다 풍광과,3
로맨틱하고,3
유쾌한 로맨스를 동시에 감상할 수 있는,3
특색 있는,3
기존에 보지 못했던 장르와 소재의 조화가,3
인상적이다.,3
풍자와 코믹 요소가 두루 접목된,3
서늘함과 동시에,1
극한의 인종 차별이 주는 여운 때문에,1
씁쓸함마저 느껴진다.,1
"관객 모두를 감쪽같이 속여 온 캐릭터들은,",3
대활약을 보여준다.,4
간담을 서늘하게 만드는 데,3
부족함이 없다.,3
대흥행과 동시에,4
신 스틸러 이상의,4
감초 역할을 톡톡히 해냈다.,4
믿을 수 없을 만큼 섬세한 연출력,4
가능성을 보여준다.,3
적재적소에 놓인,3
의미 가득한 소품들과,4
긴장감을 배가시키는 사운드 활용은,3
높이 평가할만하다.,3
섬뜩한,3
인종 문제의 섬뜩함을,3
있음직한 공포로 표현해낸 점이다.,3
"보다 섬뜩하게 담아낸 점은,",4
묘한 공포감을 선사하기에,3
효과적이었다.,3
인간세계의 단면을 창의적으로 표현한,3
그야말로 `신선한`,4
예민하고 민감한 피부에 딱~좋아요,4
피부를 진정시켜주는,3
꿀템!~♡,4
왠지 피부가 건강해지는 느낌이에요🤗,4
더위도 잠시 잊게되네요 😁,4
"우울우울 나왔는데,",0
너무 과하지 않게 톤업돼서,3
즉각적으로 톤업이 되는 게 느껴져요.,3
베이비로션이랑 비슷한 향기가 나요.💖,3
내가 좋아하는,3
원할한 온라인게임과 스트리밍을 위한,3
최적의 아이템,4
✔내구성이 우수한 아연합금 재질에,3
모던한,3
전원만 연결하면 되는,3
초보자도 쉬운설치,3
간편한 세팅 가능,3
괴물속도,4
빠른 전송량에,3
속도저하를 막음.,3
가즈아~,3
여유롭게 80프로.다 즐기고,4
시안이덕에 더.편히놀고 😘,4
기대안하고 가니,1
더 잼있게 즐겼네🤩,4
당당하게,3
용기 내기를 💪,4
우리에게 가장 필요한,4
쏟아지는 찬사 💕,4
흥해라!,3
냄새 넘 좋타!,4
이게 영화랑 무슨 상관이야? 생각했다.,1
굿즈 잘하네. ㅋㅋ,4
<너의 췌장을 먹고 싶어>의 #기타무리타쿠미,3
러닝타임이 살짝 버거웠다.,1
사랑을 키우는 과정이라 통통튄다.,3
나이가 무색할만큼,3
방부제 얼굴에,3
놀라지 않을 수 없었다.,3
싱크로율에 기겁할 뻔했다.,4
너무 상크미잖아🥰,4
문제는 결혼한 후다.,1
너무 질질끈다.,0
이미 관객은 비밀을 눈치챘는데 남편만 모른다.,1
답답이.. -,1
살짝 #스포 일 듯. 🙃,1
딱 허용할 수 있는 부분까지의 일본영화였다.,3
제목의 뜻을 쉽게 알아차리기 어려운 작명이 많다.,1
내가 생각하는 게 맞는지 모르겠다.,1
#화이트데이 를 겨냥한,2
연인들을 위한 로맨스영화란 생각.🤗,2
첫사랑 좀 그만 우려먹자..,1
"등장인물은 자비를 베풀지 않는 신에게 `생지옥을 보고 있는 지금 만족하냐`는 항의 같았고,",1
절대 벗어나지 못하는 출신 계급을 향한 자해 같았다.,1
이 영화를 보기 위해 많은 결심이 필요할지도 모르겠다.,1
그냥 차라리 눈을 감고 싶었던,0
내가 어른이라는 게 부끄럽고,1
도망치고 싶었던 순간이었다.,1
똑같은 속임수에 속수무책으로 당한,0
당신이 생각하는 가버나움은 어디인가?,2
스크린의 감동을 느낄 수 있으니,4
부디 영화관에서 보길 추천한다.,4
짧은 인터뷰가 인상적이었다.,3
미시감(과거에 보거나 경험한 경우를 잊고 처음이라고 느끼는 체험)이 느껴졌다. -,2
하지만 영화는 포기할 수 없다고 말한다.,3
사랑과 연대를 잊지 않아야 한다는 걸 보여준다.,3
러닝타임이 전혀 지루하게 느껴지지 않았던,4
명작을,4
관람해보는 건 어떨까. -,3
힙한 애니갬성 물씬~,4
제대로 서지 못하는 건 무엇?,1
"지친 일상을 위로하는 휴먼드라마,",3
"쏟아지는 키노라이터들의 호평,",4
운영진까지 개봉을 기다린 영화!,3
이 흥미로운,3
모두가 더 알았으면 하는 마음에,3
자발적으로 홍보하는,3
뷰가 환상😍,4
솨라있네!,3
능구렁이,3
호연지기가 살아있는,3
다 맘에듬.,3
목소리 너무 매력적.,4
나는 재미있었는데,3
호불호가 심함,2
믿었다가,0
"조합은 신선하나,",3
내가 안신선..,1
졸리워..드르렁드르렁..,0
클리셰 범벅.,0
#NAME?,4
"지금보면 조악하나,",1
"징그럽고,",1
신기방기.,3
잠 못잤던 기억 스멀스멀~,3
탁월한 선택!,4
꽃미모 득템함.,4
세상 하얀..,2
표백한 줄.,2
깔끔한 그의 성격처럼,3
심플.,2
받음.♡,3
겁나게 웃었는데,4
또 웃게 함.,3
망했지만,0
흥하리다..,3
고퀄~,3
"어둠속에서 깜짝깜짝,놀람🤩",4
크크크.,3
넘나 예쁜 것!,4
"애들은 가,",2
어른들이 보는,2
잔혹동화. 👀,1
혐오주의,0
꼭 보라 권하고 싶다.,4
"데뷔작 <크로노스>의 시계, 영생, 피, 탐욕 등 소재 찾는 재미가 있었다.",3
내가 이것 땜에 벌레혐오가..,0
귀여운,3
나는 오필리아가 현실로 돌아가지 않았으면 했다.,1
현실의 문이 닫혔으면 했다.,1
아이에게는 감당하기 힘든,1
"너무나도 잔인한 세계,",0
교훈을 준다.,3
두가지를 동시에 안겨준다.,3
난 이 이야기가 너무 슬프다..,4
갖고싶다...,3
이 둘의 사랑을 이해 못했을 것 같다.,1
갑👍,4
내손에!!!🖒,4
이어령 선생님께 감사하네🤗,3
아이와 함께 볼 수 있는,3
우리들의 마음을 필터링하는,3
무공해 비타민이다.,4
"시기상조였고,",1
약간 식상한,1
대참사.,0
설정이 오싹함을 배가 시킨다.,4
이건 아니잖아.,1
재밌어!!🥰🥰🥰🥰,4
강력추천!!!,4
"소재 신선,",3
판소리 복싱이라니..😱,3
귀엽고,3
해맑은 모습이,3
너무 좋았다.,4
영화만큼 유명한 OST,3
``SHE``만 들어도 연상되는,3
로맨틱 코미디의 고전,3
놓치지 말아야 할 인생 로맨스를,4
다시 만나는 호사를 누려보자.,4
비현실적이지만,1
좋았던,3
전 세계 사람들의 사랑을 받으며,4
죽기 전에 꼭 봐야 하는 로맨틱 코미디 고전으로 남았다.,4
근 몇 년간 등장한 로맨틱 코미디 속 설정은 <노팅 힐>에서 레퍼런스 삼았다고 해도 과언이 아닐 정도다.,4
(공주st) 안좋아하는데,1
너무 이쁘다 😍,4
포장도 이뻐요.,3
"하 영롱해 ,, ෆ",4
빛나는,3
"고수분,",3
"고커버,",3
고광채라,3
여름에 사용하기에 딱 !,3
이거좋아,3
#짱좋아,4
향긋한 허브향,3
대박,4
번들거림없이,3
수분감 많은,3
사용감 대박,4
좋아하는,3
지금까지 이런선크림은 없었다,3
촉촉해서,3
더좋아요,4
선택아닌 필수에요~,3
사용감 좋아요,3
아기랑 발라도 좋아요.,3
추천,3
촉촉한 수분감이,3
아주 그뤠잇해요~~,4
피로가 싸악~~,4
붙이고 주무세요,3
다음날 아침이 달라집니다...,3
인기있는 이유를 알겠어요,3
정말 아침이 상쾌해집니다,4
피로감도 덜하고,3
몸이 한결 가벼워진 느낌~~,4
독소를 모두 다 하루휴식이 흡수해주는듯,4
효과가 아주 UP!,4
내파우치속의필수풍♡,4
휴대도 간편한,3
무자극제품이라,3
데일리로 사용해도,4
확실히 좋다,4
무자극,3
일반 물티슈나 페이스클렌징티슈보다 더순한,3
무자극이라,3
순해요~,3
예민한 피부도 OK!,3
팬티라이너 더이상 사용하지 않아도 될듯~~,4
두께감있는 원단으로,3
1장만으로도 충분해요,3
미끈거림이나 거품없이,3
산뜻한 마무리감!,3
네추럴 페미닌 클렌징티슈하세요,3
미백효과도 있고 ♥♥♥,4
트러블케어에도 효과가 있네요,3
피부흡수도 잘되고 .,3
피부톤도 정돈되고,3
미백에 신경쓰고 싶은 부위에 사용해보세요...,3
그의 삶에 대해 알 수 있었던.,3
내가 좋아라 하는,3
잔잔한,3
애정하는,4
입술 주름 사이사이까지 완벽하게 밀착되고,4
발색이 굉장히 쨍하면서,4
묻어나지 않는 텍스처라,3
넘넘 좋은..,4
얼굴이 화사해보여서,3
애정애정해요!,4
향이 너무 좋아서,4
패키지가 예뻐서,3
선물용으로도 좋아요🎁,3
상큼상큼한 컬러에,4
통기성이 좋아서,3
넘나 편한,4
가볍고,3
물놀이 갈 때도 유용해요!,3
가볍고,3
부피도 작아서,3
예쁜게,3
편하기까지 하니까,3
하나 사드려야지💕💕,4
넘나 가벼워서,4
피부에 찰떡같이 잘 맞아서,4
충분히 촉촉하구요 ㅎㅎ,4
안티에이징 따로 안해도 되겠죵?ㅎㅎㅎ,4
대만족👏🏻👏🏻,4
기대가 더욱 뿜뿜!,4
진짜 편해요~ ㅋㅋ,4
쏙 챙기기도 좋고!,3
똑같이 도톰하고,3
똑같이 보드라운건 당연하죠 ㅎㅎ,4
가성비도 더 좋은,4
좋아하는 코스메틱 브랜드 중 하나인,3
가벼워졌는데,3
더 촉촉한 것 같기도하고~,4
얼굴부터 바디까지 온종일 촉촉해서,4
좋네요👏🏻👏🏻,4
넘 좋아서,4
촤르르~~피부 윤광 장난아니게 만들어주는,4
메이크업이 착붙이고,4
번들거림 없이,3
피부에 윤광이 촤르르~~,4
겉도는 그런 광이 아니라,3
정말 피부가 좋아보이는,4
예쁜 광이에요 ㅎㅎ,4
좋은건,3
밀리자 않고,3
굉장히 가볍게 발리게 잘 나오는 것 같아요!,4
확실히 사용하기가 간편해서,4
손이 더 자주 가는,4
휴대도 간편해서,3
밀리지 않으니 가능한 것..ㅋㅋ,4
입안 얼얼하고,1
매운치약은 정말 싫어요...😰,0
은은한 허브향이,3
"넘 좋고,",4
텁텁함 없이 개운하고,3
상쾌한 느낌이,3
좋아서..,3
애정템인데요 ㅎㅎ,4
득템했어요!,3
답답함이나 두꺼운 느낌없이,3
촉촉하게 발리고,3
피부에 착붙!,3
완벽하게 커버되니까,4
요건 인생컨실러라고 할 수 있죵 ㅎㅎ,4
그동안 사용했던 스틱 제형 컨실러들과 다르게,3
굉장히 부드럽게 발리고,4
피부 밀착력이 좋더라구요~,3
잡티만 깨끗하게 가리고,3
가볍게 메이크업 할래용 😆😆,4
눈에띄게 좋아지는게 보이니까..,4
중독될 수 밖에 없는,4
가장 크게 와닿는건,4
피부톤이 굉장히 맑아진 느낌이에요!,4
트러블이 잠잠해졌어요 ㅎㅎ,4
피부결도 매끄러워보이고,3
깨끗해보이고..,3
가장 돈아깝지 않은거...,3
인정,3
예쁜,3
"케이스도 넘 예쁘고,",4
완전 크죠?ㅎㅎ,4
자외선 완벽차단은 물론이고,4
핑크 컬러가 피부톤을 화사하게 해줘서,3
짱 좋아요!,4
촉촉하게 발려서,3
피부에 은은하게 광도 도니까,4
예쁨 ++,4
여러모로 맘에 쏙 드는,4
꼭 사야하는,4
"대세템,",3
대란템 이기도하죠!,4
"피부를 진정시키고,",3
생기있는 피부로 복원하는데 도움을 주거든요..,3
필수템이죵!,4
"보습도 만족스러운 편이고,",3
피부결이 보들보드래져서,3
넘 좋아요,4
활용도 좋은,3
볼살이 땡그르르 해지는 기분이에요✌🏻✌🏻,4
스킨케어에도 도움이 된다고!,3
마사지하기에도 좋고!👏🏻👏🏻,4
용량도 넉넉하고,3
어린이부터 어른까지 사용할 수 있어서,3
온가족이 사용하기에 딱 좋은,4
넘 귀엽죵?ㅎㅎ,4
#데일리선케어 끄읏-,3
"백탁도 없구,",3
보송보송,3
끈적이지 않게 마무리되어서,3
좋네욤 ㅎㅎ,4
은은하게,3
향도 좋쿠!,3
"바르기가 귀찮고,",1
메이크업이 밀려서,1
곤란한데,1
아주 내맘에 쏘-옥 드는 ㅎㅎ,4
순하게,3
완전 착붙이네욤 ㅎㅎ,4
넉넉히 쟁여야겠어요~,3
대~~박 신기방기쓰~!!!,4
스테레오 사운드도 빵빵하고 ㅎㅎ,4
완전 편해요 ㅎㅎ,4
신기해서,3
피부다트스팟을 밝혀주니,3
하루하루 다시 화사해지는 중이죵..ㅎㅎ,4
너~~무 좋아서,4
인친님들께도 소개해야겠다 싶었음!ㅋㅋ,4
스페인 여행가면 꼭 사와야한다는,3
강력 추천하는,4
쫀쫀함이 느껴지는,3
점성있는 제형이라,2
너무 부드럽고,4
끈적이지 않고,3
산뜻하네용 ㅎㅎ,4
내 피부도 덩달아 쫀쫀하구~~,4
피부에 광채도 촤르르~~,4
당김이 없어요!,3
좋은건,3
넘나 편하고,4
중독적...,4
붙잡고 있는 시간이 더 많아지긴했음ㅋㅋㅋㅋㅋㅋㅋ,4
"사진촬영하면서 메세지전송도 가능하고,",3
유튜브 보면서 끊기지 않게 카카오톡도 가능하고!,3
"특정 앱을 지정해서 열 때마다 바로바로 확인 할 수 있는데,",3
쪼끔만 더 하께...ㅋㅋㅋㅋㅋㅋㅋ,4
좋은 성분이 들어간,3
피부에 완전 착붙!,4
"잡티나 과색소침착증, 피부톤, 피부투명도, 피부결 관리에 좋은",3
잡티 개선효과가 강력한,4
강추 하는,4
깨끗하고 맑아진 느낌이 들어요 ㅎㅎ,4
그라데이션 핑크 패키지가 넘 예쁜,4
완전 럽럽해요..💕💕,4
진짜 짱 좋은,4
스포트라이트 조명을 쏴주는데,3
내 얼굴만 밝고,3
환하게,3
예쁘게 나오게 해주네여 ㅎㅎ,4
다양한 느낌의 셀카도 가능하고!,3
강추!,4
사용 전에 쪼꼼 겁먹었는데,1
생각보다 자극 진짜 없구,4
모공 속까지 깨끗하게 씻어내는 느낌이라,3
넘나 시원햇.........,4
이거 중독성 쩔어요...,4
UV케어까지 되니까,3
진짜 짱짱👍🏻👍🏻,4
짱 좋아요👍🏻,4
빠르게 진정되고,3
당김 없이,3
수분 꽉 잡아주는 느낌이 굿굿~~,4
요건 놓치면 안될 각 ㅋㅋㅋ,4
수분공급 제대로 해주고,3
광채까지 반짝반짝 하게 해주니까,4
"애정할 수 밖에 없는,",4
완전 반했던,4
고급스러워서,3
내 방이 고급 스파샵이 된 것 같기도 하고 ㅎㅎ,4
시원하기도 하고,3
스트레스도 풀리는 것 같고,3
몬가 편안~해지는 기분이 들어요 ㅎㅎ,4
완전 포근하게 목부터 머리까지 파묻히면서,4
안정감이 있더라구요~,3
완전 쫀쫀하기도 하고 ㅎㅎ,4
저자극성 커버는,3
굉장히 상쾌함을 더해주고요~~,4
완전 수면의 질이 달라지는 걸 경험함........,4
뺏길 수 없다 ㅋㅋㅋㅋㅋㅋ👍🏻👍🏻,4
매끈매끈 윤기나는 피부로 관리할 수 있어서,3
정말 편해욤😆😆,4
매우 든든하다구요~🤘🏻,4
제법 유용하게 사용하고 있는,4
깜빡이에겐 딱!ㅋㅋㅋㅋ,4
엄총 가벼워서,4
휴대하기도 좋고,3
지움버튼 한번으로 깨끗히 지워져서,3
편하고~~~,4
시간때우기도 좋닼ㅋㅋㅋㅋㅋㅋㅋ,4
"진짜 대박템,",4
"추천템,",3
잇템 !!,4
제형이 신기방기..,2
쫀득쫀득 제형에서부터,2
적당한 점성이,3
탄력감이 느껴지는,3
완전 피부가 매끈매끈해지고,4
속까지 촉촉해져서,3
"속당김, 겉당김 다 잡아줘요 ㅎㅎ",4
피부케어도 끝! ㅎㅎ,4
메이크업도 쫀쫀하게 착붙이라,4
짱짱 좋네요..ㅎㅎ👍🏻,4
좋다😆👍🏻,4
일단 좋다고 먼저 말하고 보는,3
유명하죠?,3
수분이 가득가득 차오르는 느낌이었다가,4
피부가 정말 탱글탱글하고,3
밝아지는 느낌이에요!,3
더 꾸준히 써봐야겠네욤 ㅎㅎ🤔🤔,4
제 피부랑 잘 맞아서,4
정말 좋아하는데요~😘😘,4
특히 좋은 것 같아요!,4
꼭 써보시길 추천추천 ㅎㅎ,4
피부가 휴식하는 느낌이거든요 ㅎㅎ,4
수분감도 좋아서,3
피부가 반짝반짝하게 마무으릿!✨✨,4
추천해줬어요!,3
입소문난,3
요거 보습력 뿐만아니라,3
피부가 탱탱하게 꽉꽉 차는 느낌 장난아니에요! 🤭🤭,4
요거 내 피부 맞아? 이럴 수도 있어요 ㅋㅋ,4
#추천템,3
인정👍🏻,4
건성피부가 애정하는,4
메이크업도 착붙이구요~,3
확실히 속당김 덜하구,4
건조함을 하루종일 덜 느끼게 되는,3
완전 애정템!,4
예뻐서 그런건가?ㅋㅋㅋ,4
은은한 어반 컬러 톤과,3
패브릭이 돋보이는,3
프리미엄,3
딱 트렌디한 느낌이 있기도 하고요 ㅎㅎ,4
클래식한 느낌이라,2
질리지 않을 것 같아요~,3
고급미 뿜뿜,4
추천 💋,3
미친 컬러감과,4
쨍한 발색력!,3
반짝반딱 펄,3
덕분에 영롱함까지😆👍🏻,4
#데일리메이크업 용으로도 좋고!,3
#연말파티 메이크업 쉽게 완성할 수 있겠더라구요 ㅎㅎ,4
#홀리데이시즌 에 딱이야!,3
여기반짝 저기반짝한 패키지도,3
홀로그램과 딱 잘 어울리죵?,4
나만의 #RARE 템,3
티나는,1
정말 싫어서,0
자연스럽게 내 피부인 듯,3
딱 좋거든요~,4
부드럽게,3
끈적임없이 발리니까,3
착한성분이라,3
내 피부에도 딱이고,3
넘나 촉촉하고,4
윤기나게해줘서,3
고마워😆,4
자외선 차단기능 덕분에 선크림도 안녕~~~~👋🏻👋🏻,4
여리여리한 여성스러운 눈매인척~!,3
좋아할 수 밖에 없는 이유 ㅎㅎ,4
종류도 다양한데,3
다양한 모질을 적절히 블렌딩 해서,3
볼륨부터 롱래쉬까지 한번에!,3
잘 번지지도 않고,3
맘에 쏙 든다구!,4
진짜 대박 좋아서,4
추천 👍🏻👍🏻,4
저렴한 가격에,3
#대박템 !!💜,4
수분폭탄 맞은것 같아요 ㅎㅎ,4
너무 촉촉하고,4
윤기나는 피부에,3
"피부진정도 빠른 편이고,",3
정말 많이많이 쟁겨놓구 싶다~~🙄🙄,4
넘나 귀여워서,4
반해쮸😍😍,4
구성도 데일리로 사용하기 딱 좋쿠,4
미니미니한 사이즈의,4
센스있게 거울도 장착한,3
필수템~,4
부담없이,3
가방 속에 쏙~ 들어가니,3
좋네용 ㅎㅎ,4
넘나 좋아서,4
뿅😍 반해버린,4
피부고민을 한방에 해결해준,3
#인생템 이,4
타이거밤 모르면 간첩일 듯 ㅋㅋㅋㅋ . .,4
쉽게 셀프테라피를 할 수 있는,3
시원하게 풀리면서,3
진정효과까지 있네요,3
리프레시한 향까지,3
테라피 효과에 굿이예요!,3
하나씩 사다드려야겠어요 ㅋㅋ . .,4
완전 유용하게 잘 사용한,4
슥슥~ 발라주기도 편하고,3
제 역할을 톡톡히 해주더라구요 ㅎㅎ👍🏻👍🏻,4
동글동글,2
부피가 작아서,3
어디든지 챙겨다닐 수 있어서,3
굿굿~,4
#필수템,4
챙겨드려야겠어요!😊,4
#인생,4
#추천템 !,3
완전 대박이에요 ㅠㅠ,4
피부 속부터 영양으로 꽉꽉 채워주는 느낌이고,4
피부를 쫀득쫀득 #모찌피부 로 만들어주더라구요 ㅎㅎ,4
#수분력 도 짱짱!,4
#피부재생 #피부장벽강화 #탄력 #영양공급 을 도와주어서,3
꼭 써보시길 ㅎㅎ,4
컬러 넘넘 예쁘고,4
좋아💕,4
손이 자주 가는 것 같아요!,4
메이크업도 꽤 잘 지워지고,4
세안 후 당김이나 붉어지는 현상이 없어서,3
좋더라구요~👍🏻👍🏻,4
몰라보게 피부가 촉촉해지고,4
밝아진 느낌이에요~,3
정착했네욤 ㅎㅎ,4
향에 반하고,4
가볍고,3
끈적임없이,3
부드럽게 발리지만,3
촉촉함은 대박인!,4
엄지엄지척이에요~~👍🏻👍🏻,4
얘네 너무 예뻐서,4
좋아🧡,4
화장대를 블링블링하게 만들어주는,3
"끈적임없고,",3
가볍게 발리면서도,3
수분폭탄 맞은 듯..💦,4
수분 보충은 확실하게 해주니까,4
완전 여름철 애정템이에요 ㅎㅎ,4
라인이 굉장히 많더라구요?,4
다음엔 어떤 라인을 써볼까 고민고민중이에요 ㅎㅎ🤔🤔,4
맵지 않고,3
상쾌함이 오래 남아서,3
엄총엄총 만족하는 중이에요 ㅎㅎ,4
완전 신기한,3
더 놓은 사용성을 갖춘,3
피사체의 정체도 밝혀주고,3
"화각, 색감, 채도 등도 분석해주네욤 ㅋㅋㅋ .",4
이거슨 레알 신세계야,4
혹시 나보다 더 똑똑한건 아닐까?ㅋㅋ,4
독특한,3
무척이나 좋아해요~,4
흔히 보이는 디자인이 아니라,3
나만의 시계가 생긴 듯,3
더 애착이 가는듯 ㅎㅎ,4
#너오늘참맘에든다 💛,4
참 좋아했는데,4
#취향저격 룩,3
#에스닉 느낌도 좋쿠,3
체형커버도 되는 것 같구,3
내가봐도 예쁜데 ㅋㅋ,4
피부에 촥~ 밀착되고,3
수분 전달력이 남다른거 같아요 ㅎㅎ,4
피부 재생에도 좋은 것 같구!,3
귀찮아서,1
넘나리 편해서,4
이고 넘나 귀염뽀짝!✨,4
제룰 좋아하는 노랑노랑 컬러에,4
쪼꼬미라,3
주머니에도 쏙~,3
편하게,3
잘 맞고..,4
"블투 연결도 쉽고,",3
충전 빠른 것도,3
짱짱!!,4
사운드는 말할 것도 없이 엄지척이에용 ㅎㅎ,4
맘에 쏙 드는,4
운동가는 길이 신나네용~~😆😆,4
통통튀는 #과즙립 완성했어욤 ㅎㅎ💋,4
누드한 느낌의 핑크컬러라,2
청순함과 러블리함을 둘다 챙긴 느낌?!,3
예뽀예뽀~💕💕,4
완전 맘에 들규!,4
귀엽죵?,3
깨끗하게 오래오래 신어야지!,3
귀욤귀욤한,4
두루두루 잘 어울릴 것 같아욤 ㅎㅎ,4
향도 좋고,3
영양과 수분을 동시에 챙겨주는,3
완전 #애정템 이죵~,4
여자친구에게 요런 #선물 하면 완전 사랑받을 듯 해요 ㅋㅋ,4
추천해요!🎁,3
피부 자극도 덜하고,3
촉촉해서,3
당김도 확실히 좋아진 것 같아서,4
완전 반한,4
메이크업잔여물은 물론이고,4
땡큐~,3
민감성피부를 집중케어해주니까,3
한번 더 땡큐!,3
역시 다들 좋다좋다~ 하는 제품은 이유가 있나봐요💘,3
라인이 예쁘고,3
넘나 트렌디해서,4
맘에 쏙~~💘💘,4
소재도 넘나 보들보들 하고~,4
얇지만,1
보온성도 엄지척👍🏻,3
